Time,Price
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34800
2025/4/3 15:35,34800
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34790
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34780
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34795
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34790
2025/4/3 15:35,34790
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34785
2025/4/3 15:35,34780
2025/4/3 15:35,34780
2025/4/3 15:35,34780
2025/4/3 15:35,34780
2025/4/3 15:35,34780
2025/4/3 15:35,34780
2025/4/3 15:35,34780
2025/4/3 15:35,34780
2025/4/3 15:35,34780
2025/4/3 15:35,34780
2025/4/3 15:35,34780
2025/4/3 15:35,34780
2025/4/3 15:35,34780
